"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 5"
"Sample Count: 17220"
"Start Time: 1/25/2024 12:37:30.522 PM"
"Scan Rate: 1000"
"Sample","Date/Time","Torque (V)","Temp1 (V)","CH2H Volt (V)","CH3H Current (V)","Temp2 (V)"
"306","1/25/2024 12:37:30.828 PM","-0.159","3.010","1.446","1.096","2.986"
"307","1/25/2024 12:37:30.829 PM","-0.154","3.010","1.454","1.099","2.985"
"308","1/25/2024 12:37:30.830 PM","-0.159","3.011","1.449","1.101","2.988"
"309","1/25/2024 12:37:30.831 PM","-0.163","3.011","1.452","1.099","2.986"
"310","1/25/2024 12:37:30.832 PM","-0.157","3.010","1.450","1.101","2.987"
"311","1/25/2024 12:37:30.833 PM","-0.169","3.008","1.453","1.099","2.985"
"312","1/25/2024 12:37:30.834 PM","-0.157","3.009","1.449","1.098","2.986"
"313","1/25/2024 12:37:30.835 PM","-0.163","3.014","1.450","1.096","2.987"
"314","1/25/2024 12:37:30.836 PM","-0.157","3.011","1.454","1.097","2.984"
"315","1/25/2024 12:37:30.837 PM","-0.158","3.024","1.451","1.100","2.987"
"316","1/25/2024 12:37:30.838 PM","-0.155","3.011","1.455","1.100","2.987"
"317","1/25/2024 12:37:30.839 PM","-0.163","3.011","1.450","1.098","2.987"
"318","1/25/2024 12:37:30.840 PM","-0.167","3.013","1.452","1.099","2.987"
"319","1/25/2024 12:37:30.841 PM","-0.170","3.013","1.450","1.100","2.986"
"320","1/25/2024 12:37:30.842 PM","-0.160","3.011","1.450","1.098","2.988"
"321","1/25/2024 12:37:30.843 PM","-0.150","3.015","1.454","1.097","2.987"
"322","1/25/2024 12:37:30.844 PM","-0.160","3.013","1.447","1.097","2.985"
"323","1/25/2024 12:37:30.845 PM","-0.160","3.023","1.450","1.098","2.988"
"324","1/25/2024 12:37:30.846 PM","-0.142","3.011","1.449","1.096","2.991"
"325","1/25/2024 12:37:30.847 PM","-0.151","3.014","1.444","1.098","2.988"
"326","1/25/2024 12:37:30.848 PM","-0.159","3.008","1.449","1.099","2.987"
"327","1/25/2024 12:37:30.849 PM","-0.155","3.011","1.447","1.099","2.988"
"328","1/25/2024 12:37:30.850 PM","-0.160","2.998","1.452","1.098","2.988"
"329","1/25/2024 12:37:30.851 PM","-0.160","3.010","1.450","1.100","2.989"
"330","1/25/2024 12:37:30.852 PM","-0.163","3.014","1.453","1.095","2.985"
"331","1/25/2024 12:37:30.853 PM","-0.169","3.016","1.450","1.098","2.987"
"332","1/25/2024 12:37:30.854 PM","-0.154","3.003","1.446","1.100","2.986"
"333","1/25/2024 12:37:30.855 PM","-0.162","3.010","1.449","1.097","2.987"
"334","1/25/2024 12:37:30.856 PM","-0.165","3.010","1.451","1.100","2.984"
"335","1/25/2024 12:37:30.857 PM","-0.163","3.010","1.449","1.098","2.989"
"336","1/25/2024 12:37:30.858 PM","-0.157","3.011","1.452","1.098","2.991"
"337","1/25/2024 12:37:30.859 PM","-0.160","3.009","1.449","1.097","2.991"
"338","1/25/2024 12:37:30.860 PM","-0.155","3.009","1.451","1.098","2.988"
"339","1/25/2024 12:37:30.861 PM","-0.162","3.014","1.450","1.098","2.986"
"340","1/25/2024 12:37:30.862 PM","-0.151","3.013","1.450","1.096","2.988"
"341","1/25/2024 12:37:30.863 PM","-0.155","3.011","1.446","1.096","2.988"
"342","1/25/2024 12:37:30.864 PM","-0.155","3.011","1.447","1.099","2.986"
"343","1/25/2024 12:37:30.865 PM","-0.152","3.014","1.451","1.096","2.986"
"344","1/25/2024 12:37:30.866 PM","-0.160","3.014","1.445","1.097","2.986"
"345","1/25/2024 12:37:30.867 PM","-0.169","3.006","1.449","1.098","2.986"
"346","1/25/2024 12:37:30.868 PM","-0.173","3.011","1.449","1.098","2.987"
"347","1/25/2024 12:37:30.869 PM","-0.157","3.017","1.447","1.099","2.985"
"348","1/25/2024 12:37:30.870 PM","-0.172","3.008","1.451","1.097","2.985"
"349","1/25/2024 12:37:30.871 PM","-0.169","3.009","1.449","1.098","2.986"
"350","1/25/2024 12:37:30.872 PM","-0.163","3.011","1.447","1.099","2.986"
"351","1/25/2024 12:37:30.873 PM","-0.171","3.009","1.448","1.097","2.987"
"352","1/25/2024 12:37:30.874 PM","-0.170","3.010","1.450","1.098","2.986"
"353","1/25/2024 12:37:30.875 PM","-0.164","3.014","1.448","1.101","2.989"
"354","1/25/2024 12:37:30.876 PM","-0.160","3.010","1.451","1.096","2.987"
"355","1/25/2024 12:37:30.877 PM","-0.165","3.007","1.448","1.098","2.988"
"356","1/25/2024 12:37:30.878 PM","-0.159","3.010","1.450","1.098","2.986"
"357","1/25/2024 12:37:30.879 PM","-0.149","3.005","1.448","1.098","2.985"
"358","1/25/2024 12:37:30.880 PM","-0.152","3.009","1.450","1.098","2.987"
"359","1/25/2024 12:37:30.881 PM","-0.153","3.010","1.448","1.098","2.985"
"360","1/25/2024 12:37:30.882 PM","-0.152","3.012","1.453","1.098","2.987"
"361","1/25/2024 12:37:30.883 PM","-0.162","3.007","1.447","1.099","2.986"
"362","1/25/2024 12:37:30.884 PM","-0.155","3.014","1.443","1.095","2.987"
"363","1/25/2024 12:37:30.885 PM","-0.153","3.011","1.453","1.098","2.986"
"364","1/25/2024 12:37:30.886 PM","-0.160","3.010","1.448","1.097","2.988"
"365","1/25/2024 12:37:30.887 PM","-0.162","3.017","1.451","1.098","2.990"
"366","1/25/2024 12:37:30.888 PM","-0.170","3.010","1.448","1.097","2.987"
"367","1/25/2024 12:37:30.889 PM","-0.169","3.009","1.451","1.097","2.989"
"368","1/25/2024 12:37:30.890 PM","-0.163","3.008","1.448","1.100","2.987"
"369","1/25/2024 12:37:30.891 PM","-0.158","3.011","1.443","1.098","2.987"
"370","1/25/2024 12:37:30.892 PM","-0.160","3.011","1.450","1.100","2.987"
"371","1/25/2024 12:37:30.893 PM","-0.162","3.010","1.450","1.098","2.987"
"372","1/25/2024 12:37:30.894 PM","-0.159","3.011","1.449","1.098","2.990"
"373","1/25/2024 12:37:30.895 PM","-0.161","3.015","1.450","1.097","2.987"
"374","1/25/2024 12:37:30.896 PM","-0.169","3.017","1.447","1.099","2.988"
"375","1/25/2024 12:37:30.897 PM","-0.157","3.009","1.453","1.098","2.986"
"376","1/25/2024 12:37:30.898 PM","-0.155","3.011","1.451","1.098","2.985"
"377","1/25/2024 12:37:30.899 PM","-0.150","3.010","1.446","1.098","2.990"
"378","1/25/2024 12:37:30.900 PM","-0.162","3.003","1.450","1.098","2.990"
"379","1/25/2024 12:37:30.901 PM","-0.162","3.005","1.449","1.098","2.986"
"380","1/25/2024 12:37:30.902 PM","-0.154","3.013","1.449","1.096","2.986"
"381","1/25/2024 12:37:30.903 PM","-0.163","3.004","1.449","1.098","2.987"
"382","1/25/2024 12:37:30.904 PM","-0.158","2.999","1.451","1.097","2.987"
"383","1/25/2024 12:37:30.905 PM","-0.166","3.010","1.448","1.098","2.987"
"384","1/25/2024 12:37:30.906 PM","-0.166","3.010","1.450","1.098","2.986"
"385","1/25/2024 12:37:30.907 PM","-0.156","3.011","1.449","1.098","2.988"
"386","1/25/2024 12:37:30.908 PM","-0.161","3.011","1.449","1.098","2.987"
"387","1/25/2024 12:37:30.909 PM","-0.161","3.011","1.451","1.098","2.987"
"388","1/25/2024 12:37:30.910 PM","-0.161","3.012","1.447","1.099","2.986"
"389","1/25/2024 12:37:30.911 PM","-0.158","3.009","1.453","1.101","2.987"
"390","1/25/2024 12:37:30.912 PM","-0.160","3.009","1.450","1.098","2.986"
"391","1/25/2024 12:37:30.913 PM","-0.157","3.010","1.451","1.097","2.987"
"392","1/25/2024 12:37:30.914 PM","-0.162","3.011","1.449","1.098","2.987"
"393","1/25/2024 12:37:30.915 PM","-0.157","3.010","1.453","1.096","2.985"
"394","1/25/2024 12:37:30.916 PM","-0.153","3.010","1.450","1.098","2.986"
"395","1/25/2024 12:37:30.917 PM","-0.152","3.007","1.447","1.098","2.991"
"396","1/25/2024 12:37:30.918 PM","-0.158","3.007","1.453","1.097","2.986"
"397","1/25/2024 12:37:30.919 PM","-0.155","3.010","1.449","1.098","2.987"
"398","1/25/2024 12:37:30.920 PM","-0.162","3.005","1.452","1.098","2.987"
"399","1/25/2024 12:37:30.921 PM","-0.175","3.003","1.451","1.097","2.989"
"400","1/25/2024 12:37:30.922 PM","-0.165","3.011","1.452","1.097","2.988"
"401","1/25/2024 12:37:30.923 PM","-0.162","3.010","1.448","1.098","2.986"
"402","1/25/2024 12:37:30.924 PM","-0.161","3.011","1.449","1.097","2.986"
"403","1/25/2024 12:37:30.925 PM","-0.173","3.011","1.446","1.100","2.988"
"404","1/25/2024 12:37:30.926 PM","-0.166","3.009","1.447","1.098","2.988"
"405","1/25/2024 12:37:30.927 PM","-0.166","3.009","1.450","1.100","2.985"
"406","1/25/2024 12:37:30.928 PM","-0.156","3.004","1.448","1.099","2.988"
"407","1/25/2024 12:37:30.929 PM","-0.165","3.005","1.455","1.099","2.988"
"408","1/25/2024 12:37:30.930 PM","-0.155","3.009","1.450","1.100","2.988"
"409","1/25/2024 12:37:30.931 PM","-0.160","3.012","1.451","1.099","2.987"
"410","1/25/2024 12:37:30.932 PM","-0.158","3.010","1.450","1.096","2.985"
"411","1/25/2024 12:37:30.933 PM","-0.161","3.016","1.452","1.098","2.987"
"412","1/25/2024 12:37:30.934 PM","-0.158","3.009","1.448","1.098","2.987"
"413","1/25/2024 12:37:30.935 PM","-0.159","3.011","1.450","1.097","2.988"
"414","1/25/2024 12:37:30.936 PM","-0.155","3.011","1.454","1.099","2.987"
"415","1/25/2024 12:37:30.937 PM","-0.171","3.020","1.448","1.097","2.985"
"416","1/25/2024 12:37:30.938 PM","-0.159","3.008","1.452","1.099","2.987"
"417","1/25/2024 12:37:30.939 PM","-0.167","3.010","1.453","1.097","2.988"
"418","1/25/2024 12:37:30.940 PM","-0.155","3.012","1.454","1.098","2.986"
"419","1/25/2024 12:37:30.941 PM","-0.152","3.012","1.449","1.100","2.987"
"420","1/25/2024 12:37:30.942 PM","-0.168","3.013","1.449","1.101","2.987"
"421","1/25/2024 12:37:30.943 PM","-0.159","3.010","1.450","1.099","2.988"
"422","1/25/2024 12:37:30.944 PM","-0.161","3.008","1.447","1.097","2.986"
"423","1/25/2024 12:37:30.945 PM","-0.164","3.010","1.449","1.097","2.985"
"424","1/25/2024 12:37:30.946 PM","-0.160","3.014","1.451","1.101","2.986"
"425","1/25/2024 12:37:30.947 PM","-0.152","3.009","1.454","1.101","2.985"
"426","1/25/2024 12:37:30.948 PM","-0.151","3.013","1.452","1.098","2.988"
"427","1/25/2024 12:37:30.949 PM","-0.161","3.010","1.451","1.098","2.990"
"428","1/25/2024 12:37:30.950 PM","-0.160","3.017","1.453","1.096","2.991"
"429","1/25/2024 12:37:30.951 PM","-0.150","3.010","1.449","1.098","2.985"
"430","1/25/2024 12:37:30.952 PM","-0.162","3.014","1.453","1.100","2.986"
"431","1/25/2024 12:37:30.953 PM","-0.156","3.007","1.450","1.100","2.989"
"432","1/25/2024 12:37:30.954 PM","-0.148","3.008","1.448","1.098","2.988"
"433","1/25/2024 12:37:30.955 PM","-0.153","3.010","1.445","1.097","2.989"
"434","1/25/2024 12:37:30.956 PM","-0.157","3.010","1.447","1.098","2.988"
"435","1/25/2024 12:37:30.957 PM","-0.159","3.010","1.454","1.097","2.989"
"436","1/25/2024 12:37:30.958 PM","-0.154","3.011","1.449","1.099","2.982"
"437","1/25/2024 12:37:30.959 PM","-0.153","3.017","1.453","1.098","2.986"
"438","1/25/2024 12:37:30.960 PM","-0.157","3.011","1.451","1.099","2.986"
"439","1/25/2024 12:37:30.961 PM","-0.159","3.011","1.453","1.098","2.986"
"440","1/25/2024 12:37:30.962 PM","-0.157","3.014","1.453","1.099","2.993"
"441","1/25/2024 12:37:30.963 PM","-0.160","3.012","1.445","1.100","2.987"
"442","1/25/2024 12:37:30.964 PM","-0.161","3.009","1.453","1.100","2.986"
"443","1/25/2024 12:37:30.965 PM","-0.165","3.011","1.449","1.100","2.989"
"444","1/25/2024 12:37:30.966 PM","-0.163","3.010","1.453","1.099","2.987"
"445","1/25/2024 12:37:30.967 PM","-0.170","3.016","1.452","1.098","2.987"
"446","1/25/2024 12:37:30.968 PM","-0.172","3.011","1.448","1.098","2.988"
"447","1/25/2024 12:37:30.969 PM","-0.169","3.013","1.453","1.098","2.983"
"448","1/25/2024 12:37:30.970 PM","-0.163","3.010","1.450","1.098","2.987"
"449","1/25/2024 12:37:30.971 PM","-0.162","3.009","1.454","1.098","2.985"
"450","1/25/2024 12:37:30.972 PM","-0.165","3.010","1.442","1.101","2.986"
"451","1/25/2024 12:37:30.973 PM","-0.170","3.010","1.455","1.097","2.988"
"452","1/25/2024 12:37:30.974 PM","-0.173","3.008","1.453","1.100","2.987"
"453","1/25/2024 12:37:30.975 PM","-0.169","3.010","1.453","1.097","2.987"
"454","1/25/2024 12:37:30.976 PM","-0.166","3.010","1.448","1.097","2.981"
"455","1/25/2024 12:37:30.977 PM","-0.161","3.006","1.453","1.100","2.987"
"456","1/25/2024 12:37:30.978 PM","-0.169","3.013","1.451","1.098","2.985"
"457","1/25/2024 12:37:30.979 PM","-0.163","3.010","1.454","1.100","2.986"
"458","1/25/2024 12:37:30.980 PM","-0.161","3.010","1.444","1.099","2.986"
"459","1/25/2024 12:37:30.981 PM","-0.158","3.010","1.453","1.098","2.987"
"460","1/25/2024 12:37:30.982 PM","-0.171","3.009","1.450","1.099","2.987"
"461","1/25/2024 12:37:30.983 PM","-0.158","3.011","1.453","1.098","2.986"
"462","1/25/2024 12:37:30.984 PM","-0.158","3.009","1.450","1.098","2.988"
"463","1/25/2024 12:37:30.985 PM","-0.163","3.007","1.451","1.100","2.987"
"464","1/25/2024 12:37:30.986 PM","-0.166","3.012","1.454","1.100","2.983"
"465","1/25/2024 12:37:30.987 PM","-0.162","3.013","1.449","1.102","2.985"
"466","1/25/2024 12:37:30.988 PM","-0.166","3.010","1.452","1.100","2.985"
"467","1/25/2024 12:37:30.989 PM","-0.154","3.009","1.447","1.098","2.988"
"468","1/25/2024 12:37:30.990 PM","-0.163","3.010","1.455","1.100","2.987"
"469","1/25/2024 12:37:30.991 PM","-0.168","3.009","1.451","1.098","2.986"
"470","1/25/2024 12:37:30.992 PM","-0.163","3.010","1.453","1.098","2.990"
"471","1/25/2024 12:37:30.993 PM","-0.157","3.010","1.450","1.098","2.986"
"472","1/25/2024 12:37:30.994 PM","-0.157","3.011","1.453","1.100","2.988"
"473","1/25/2024 12:37:30.995 PM","-0.163","3.004","1.449","1.100","2.986"
"474","1/25/2024 12:37:30.996 PM","-0.151","3.007","1.449","1.097","2.987"
"475","1/25/2024 12:37:30.997 PM","-0.165","3.010","1.450","1.100","2.991"
"476","1/25/2024 12:37:30.998 PM","-0.166","3.012","1.450","1.099","2.987"
"477","1/25/2024 12:37:30.999 PM","-0.161","3.015","1.455","1.098","2.988"
"478","1/25/2024 12:37:31.000 PM","-0.166","3.007","1.450","1.098","2.987"
"479","1/25/2024 12:37:31.001 PM","-0.168","3.013","1.453","1.098","2.989"
"480","1/25/2024 12:37:31.002 PM","-0.170","3.011","1.451","1.097","2.985"
"481","1/25/2024 12:37:31.003 PM","-0.164","3.013","1.453","1.098","2.985"
"482","1/25/2024 12:37:31.004 PM","-0.171","3.016","1.454","1.098","2.988"
"483","1/25/2024 12:37:31.005 PM","-0.171","3.009","1.453","1.096","2.989"
"484","1/25/2024 12:37:31.006 PM","-0.166","3.011","1.452","1.098","2.986"
"485","1/25/2024 12:37:31.007 PM","-0.171","3.011","1.449","1.096","2.988"
"486","1/25/2024 12:37:31.008 PM","-0.170","3.008","1.453","1.098","2.985"
"487","1/25/2024 12:37:31.009 PM","-0.166","3.011","1.449","1.100","2.991"
"488","1/25/2024 12:37:31.010 PM","-0.161","3.010","1.454","1.099","2.989"
"489","1/25/2024 12:37:31.011 PM","-0.148","3.009","1.451","1.098","2.985"
"490","1/25/2024 12:37:31.012 PM","-0.155","3.003","1.453","1.100","2.989"
"491","1/25/2024 12:37:31.013 PM","-0.171","3.010","1.446","1.098","2.987"
"492","1/25/2024 12:37:31.014 PM","-0.158","3.011","1.453","1.097","2.988"
"493","1/25/2024 12:37:31.015 PM","-0.160","3.010","1.449","1.100","2.984"
"494","1/25/2024 12:37:31.016 PM","-0.159","3.008","1.452","1.100","2.985"
"495","1/25/2024 12:37:31.017 PM","-0.161","3.008","1.453","1.097","2.985"
"496","1/25/2024 12:37:31.018 PM","-0.159","3.013","1.447","1.099","2.987"
"497","1/25/2024 12:37:31.019 PM","-0.156","3.010","1.453","1.099","2.983"
"498","1/25/2024 12:37:31.020 PM","-0.154","3.011","1.452","1.100","2.989"
"499","1/25/2024 12:37:31.021 PM","-0.175","3.009","1.452","1.098","2.988"
"500","1/25/2024 12:37:31.022 PM","-0.158","3.009","1.452","1.101","2.987"
"501","1/25/2024 12:37:31.023 PM","-0.155","3.009","1.450","1.100","2.985"
"502","1/25/2024 12:37:31.024 PM","-0.164","3.011","1.450","1.098","2.986"
"503","1/25/2024 12:37:31.025 PM","-0.160","3.008","1.450","1.100","2.987"
"504","1/25/2024 12:37:31.026 PM","-0.157","3.012","1.453","1.100","2.987"
"505","1/25/2024 12:37:31.027 PM","-0.149","3.002","1.453","1.099","2.988"
"506","1/25/2024 12:37:31.028 PM","-0.160","3.006","1.449","1.100","2.987"
"507","1/25/2024 12:37:31.029 PM","-0.158","3.018","1.453","1.096","2.989"
"508","1/25/2024 12:37:31.030 PM","-0.172","3.010","1.453","1.098","2.987"
"509","1/25/2024 12:37:31.031 PM","-0.154","3.011","1.450","1.097","2.984"
"510","1/25/2024 12:37:31.032 PM","-0.157","3.009","1.455","1.097","2.988"
"511","1/25/2024 12:37:31.033 PM","-0.152","3.014","1.446","1.098","2.987"
"512","1/25/2024 12:37:31.034 PM","-0.152","3.011","1.455","1.100","2.985"
"513","1/25/2024 12:37:31.035 PM","-0.148","3.012","1.452","1.098","2.986"
"514","1/25/2024 12:37:31.036 PM","-0.159","3.009","1.448","1.099","2.989"
"515","1/25/2024 12:37:31.037 PM","-0.164","3.015","1.453","1.097","2.990"
"516","1/25/2024 12:37:31.038 PM","-0.173","3.011","1.451","1.097","2.986"
"517","1/25/2024 12:37:31.039 PM","-0.161","3.012","1.449","1.099","2.987"
"518","1/25/2024 12:37:31.040 PM","-0.166","3.011","1.453","1.097","2.981"
"519","1/25/2024 12:37:31.041 PM","-0.158","3.010","1.449","1.098","2.988"
"520","1/25/2024 12:37:31.042 PM","-0.172","3.009","1.453","1.098","2.988"
"521","1/25/2024 12:37:31.043 PM","-0.161","3.012","1.445","1.098","2.987"
"522","1/25/2024 12:37:31.044 PM","-0.166","3.010","1.453","1.097","2.987"
"523","1/25/2024 12:37:31.045 PM","-0.158","3.009","1.450","1.097","2.986"
"524","1/25/2024 12:37:31.046 PM","-0.166","3.016","1.453","1.098","2.986"
"525","1/25/2024 12:37:31.047 PM","-0.159","3.011","1.450","1.099","2.987"
"526","1/25/2024 12:37:31.048 PM","-0.161","3.010","1.449","1.097","2.988"
"527","1/25/2024 12:37:31.049 PM","-0.162","3.009","1.453","1.097","2.985"
"528","1/25/2024 12:37:31.050 PM","-0.159","3.008","1.449","1.097","2.987"
"529","1/25/2024 12:37:31.051 PM","-0.148","3.008","1.450","1.096","2.987"
"530","1/25/2024 12:37:31.052 PM","-0.154","3.014","1.447","1.098","2.986"
"531","1/25/2024 12:37:31.053 PM","-0.166","3.009","1.449","1.100","2.984"
"532","1/25/2024 12:37:31.054 PM","-0.160","3.007","1.452","1.096","2.985"
"533","1/25/2024 12:37:31.055 PM","-0.164","3.012","1.448","1.096","2.984"
"534","1/25/2024 12:37:31.056 PM","-0.170","3.012","1.449","1.098","2.988"
"535","1/25/2024 12:37:31.057 PM","-0.158","3.010","1.453","1.100","2.986"
"536","1/25/2024 12:37:31.058 PM","-0.162","3.013","1.449","1.099","2.985"
"537","1/25/2024 12:37:31.059 PM","-0.157","3.010","1.451","1.099","2.986"
"538","1/25/2024 12:37:31.060 PM","-0.164","3.016","1.449","1.099","2.987"
"539","1/25/2024 12:37:31.061 PM","-0.162","3.010","1.449","1.097","2.988"
"540","1/25/2024 12:37:31.062 PM","-0.143","3.012","1.445","1.096","2.987"
"541","1/25/2024 12:37:31.063 PM","-0.160","3.010","1.451","1.097","2.986"
"542","1/25/2024 12:37:31.064 PM","-0.161","3.014","1.452","1.097","2.987"
"543","1/25/2024 12:37:31.065 PM","-0.164","3.010","1.448","1.099","2.986"
"544","1/25/2024 12:37:31.066 PM","-0.149","3.010","1.451","1.098","2.984"
"545","1/25/2024 12:37:31.067 PM","-0.154","3.011","1.453","1.097","2.986"
"546","1/25/2024 12:37:31.068 PM","-0.153","3.016","1.449","1.098","2.985"
"547","1/25/2024 12:37:31.069 PM","-0.156","3.010","1.453","1.098","2.985"
"548","1/25/2024 12:37:31.070 PM","-0.159","3.010","1.447","1.100","2.990"
"549","1/25/2024 12:37:31.071 PM","-0.173","3.007","1.446","1.099","2.988"
"550","1/25/2024 12:37:31.072 PM","-0.165","3.010","1.453","1.098","2.987"
"551","1/25/2024 12:37:31.073 PM","-0.159","3.010","1.449","1.098","2.986"
"552","1/25/2024 12:37:31.074 PM","-0.176","3.010","1.453","1.100","2.987"
"553","1/25/2024 12:37:31.075 PM","-0.166","3.008","1.448","1.098","2.987"
"554","1/25/2024 12:37:31.076 PM","-0.159","3.011","1.449","1.100","2.986"
"555","1/25/2024 12:37:31.077 PM","-0.169","3.010","1.451","1.098","2.985"
"556","1/25/2024 12:37:31.078 PM","-0.162","3.010","1.448","1.099","2.987"
"557","1/25/2024 12:37:31.079 PM","-0.163","3.015","1.453","1.097","2.987"
"558","1/25/2024 12:37:31.080 PM","-0.170","3.010","1.450","1.096","2.988"
"559","1/25/2024 12:37:31.081 PM","-0.150","3.008","1.447","1.097","2.987"
"560","1/25/2024 12:37:31.082 PM","-0.158","3.011","1.451","1.098","2.984"
"561","1/25/2024 12:37:31.083 PM","-0.159","3.013","1.449","1.099","2.986"
"562","1/25/2024 12:37:31.084 PM","-0.162","3.013","1.446","1.098","2.989"
"563","1/25/2024 12:37:31.085 PM","-0.158","3.009","1.451","1.098","2.986"
"564","1/25/2024 12:37:31.086 PM","-0.159","3.010","1.448","1.097","2.987"
"565","1/25/2024 12:37:31.087 PM","-0.155","3.013","1.450","1.097","2.985"
"566","1/25/2024 12:37:31.088 PM","-0.157","3.009","1.449","1.096","2.990"
"567","1/25/2024 12:37:31.089 PM","-0.159","3.011","1.444","1.097","2.988"
"568","1/25/2024 12:37:31.090 PM","-0.153","3.012","1.451","1.097","2.983"
"569","1/25/2024 12:37:31.091 PM","-0.152","3.009","1.449","1.097","2.986"
"570","1/25/2024 12:37:31.092 PM","-0.154","3.010","1.449","1.098","2.986"
"571","1/25/2024 12:37:31.093 PM","-0.147","3.009","1.449","1.097","2.988"
"572","1/25/2024 12:37:31.094 PM","-0.153","3.011","1.448","1.100","2.987"
"573","1/25/2024 12:37:31.095 PM","-0.163","3.009","1.446","1.098","2.988"
"574","1/25/2024 12:37:31.096 PM","-0.164","3.007","1.448","1.098","2.985"
"575","1/25/2024 12:37:31.097 PM","-0.151","3.012","1.448","1.097","2.987"
"576","1/25/2024 12:37:31.098 PM","-0.155","3.010","1.452","1.098","2.985"
"577","1/25/2024 12:37:31.099 PM","-0.154","3.011","1.449","1.098","2.986"
"578","1/25/2024 12:37:31.100 PM","-0.161","3.013","1.449","1.095","2.988"
"579","1/25/2024 12:37:31.101 PM","-0.154","3.014","1.453","1.098","2.990"
"580","1/25/2024 12:37:31.102 PM","-0.169","3.010","1.449","1.098","2.990"
"581","1/25/2024 12:37:31.103 PM","-0.175","3.011","1.446","1.098","2.991"
"582","1/25/2024 12:37:31.104 PM","-0.160","3.011","1.450","1.097","2.986"
"583","1/25/2024 12:37:31.105 PM","-0.156","3.012","1.448","1.098","2.985"
"584","1/25/2024 12:37:31.106 PM","-0.161","3.010","1.446","1.098","2.988"
"585","1/25/2024 12:37:31.107 PM","-0.159","3.012","1.449","1.099","2.988"
"586","1/25/2024 12:37:31.108 PM","-0.172","3.011","1.444","1.099","2.987"
"587","1/25/2024 12:37:31.109 PM","-0.172","3.010","1.451","1.099","2.988"
"588","1/25/2024 12:37:31.110 PM","-0.172","3.011","1.451","1.098","2.985"
"589","1/25/2024 12:37:31.111 PM","-0.158","3.012","1.449","1.098","2.986"
"590","1/25/2024 12:37:31.112 PM","-0.158","3.009","1.448","1.098","2.991"
"591","1/25/2024 12:37:31.113 PM","-0.148","3.011","1.453","1.099","2.989"
"592","1/25/2024 12:37:31.114 PM","-0.160","3.010","1.449","1.098","2.985"
"593","1/25/2024 12:37:31.115 PM","-0.158","3.011","1.449","1.100","2.987"
"594","1/25/2024 12:37:31.116 PM","-0.165","3.011","1.451","1.097","2.986"
"595","1/25/2024 12:37:31.117 PM","-0.153","3.007","1.446","1.098","2.991"
"596","1/25/2024 12:37:31.118 PM","-0.155","3.010","1.454","1.098","2.988"
"597","1/25/2024 12:37:31.119 PM","-0.160","3.011","1.451","1.099","2.988"
"598","1/25/2024 12:37:31.120 PM","-0.152","3.007","1.446","1.098","2.988"
"599","1/25/2024 12:37:31.121 PM","-0.161","3.011","1.452","1.098","2.987"
"600","1/25/2024 12:37:31.122 PM","-0.148","3.010","1.449","1.098","2.988"
